Repository Name,Repository Location,Source Code Present,Documentation Present,Tests Present,Configs Present,Assets Present
txt_1,plugins\recon\txt_1,No,Yes,No,Yes,No
type,plugins\recon\type,No,Yes,No,Yes,No
types,plugins\recon\types,No,No,No,No,No
types_1,plugins\recon\types_1,No,Yes,No,Yes,No
types_2,plugins\recon\types_2,No,Yes,No,Yes,No
types_6,plugins\recon\types_6,No,Yes,No,Yes,No
types_7,plugins\recon\types_7,No,No,No,No,No
types_9,plugins\recon\types_9,No,Yes,No,Yes,No
unauthed-decision-log,plugins\recon\unauthed-decision-log,No,No,No,No,No
unauthed-findings,plugins\recon\unauthed-findings,No,Yes,No,No,No
unauthed-findings_1,plugins\recon\unauthed-findings_1,No,Yes,No,No,No
update,plugins\recon\update,No,No,No,No,No
upgrade,plugins\recon\upgrade,No,No,No,No,No
url,plugins\recon\url,No,Yes,No,Yes,No
urlscan,plugins\recon\urlscan,No,No,No,No,No
urlscan_2,plugins\recon\urlscan_2,No,Yes,No,Yes,No
utils,plugins\recon\utils,Yes,Yes,No,Yes,No
utils_2,plugins\recon\utils_2,No,No,No,No,No
uv_1,plugins\recon\uv_1,No,Yes,No,No,No
validate,plugins\recon\validate,No,No,No,No,No
validate-authentication,plugins\recon\validate-authentication,No,No,No,No,No
validate_2,plugins\recon\validate_2,No,Yes,No,Yes,No
validation-harness,plugins\recon\validation-harness,No,No,No,No,No
validator,plugins\recon\validator,No,Yes,No,Yes,No
validatorcpython-313,plugins\recon\validatorcpython-313,No,No,No,No,No
vars,plugins\recon\vars,No,Yes,No,Yes,No
vault,plugins\recon\vault,No,Yes,No,Yes,No
version,plugins\recon\version,No,Yes,No,Yes,No
viewport,plugins\recon\viewport,No,No,No,No,No
virtual-host-enumeration,plugins\recon\virtual-host-enumeration,No,Yes,No,Yes,No
virustotal,plugins\recon\virustotal,No,Yes,No,Yes,No
virustotal_1,plugins\recon\virustotal_1,No,Yes,No,Yes,No
virustotal_3,plugins\recon\virustotal_3,No,Yes,No,Yes,No
viz,plugins\recon\viz,No,Yes,No,Yes,No
volatility3,plugins\recon\volatility3,No,No,No,No,No
vuln-hypothesizer,plugins\recon\vuln-hypothesizer,No,No,No,No,No
vuln-scanner,plugins\recon\vuln-scanner,No,No,No,No,No
vuln-ssrf,plugins\recon\vuln-ssrf,No,No,No,No,No
vuln-ssrf_2,plugins\recon\vuln-ssrf_2,No,No,No,No,No
vulnerability_concepts,plugins\recon\vulnerability_concepts,No,No,No,No,No
vuln_analysis,plugins\recon\vuln_analysis,No,No,No,No,No
wayback,plugins\recon\wayback,No,No,No,No,No
waybackarchive,plugins\recon\waybackarchive,No,Yes,No,Yes,No
waybackurls,plugins\recon\waybackurls,No,No,No,No,No
waybackurls_2,plugins\recon\waybackurls_2,No,Yes,No,No,No
wayback_1,plugins\recon\wayback_1,No,Yes,No,Yes,No
waymore,plugins\recon\waymore,No,Yes,No,Yes,No
web,plugins\recon\web,Yes,Yes,No,No,No
web-app-quick,plugins\recon\web-app-quick,No,Yes,No,No,No
web-hunter,plugins\recon\web-hunter,No,Yes,No,No,No
web3_probe,plugins\recon\web3_probe,No,No,No,No,No
webhook-reporter,plugins\recon\webhook-reporter,No,Yes,No,Yes,No
webhooks,plugins\recon\webhooks,No,No,No,No,No
webshell,plugins\recon\webshell,No,Yes,No,Yes,No
webshell-management,plugins\recon\webshell-management,No,Yes,No,No,No
webshell_context,plugins\recon\webshell_context,No,No,No,No,No
webshell_context_test,plugins\recon\webshell_context_test,No,No,No,No,No
webshell_probe,plugins\recon\webshell_probe,No,No,No,No,No
websocket,plugins\recon\websocket,No,Yes,No,Yes,No
web_agent,plugins\recon\web_agent,No,Yes,No,Yes,No
web_assets,plugins\recon\web_assets,No,No,No,No,No
web_cache_deception,plugins\recon\web_cache_deception,No,Yes,No,Yes,No
web_enum,plugins\recon\web_enum,No,Yes,No,Yes,No
web_intelligence_view,plugins\recon\web_intelligence_view,No,No,No,No,No
web_parser,plugins\recon\web_parser,No,No,No,No,No
web_pipeline,plugins\recon\web_pipeline,No,Yes,No,Yes,No
web_probes,plugins\recon\web_probes,No,No,No,No,No
web_recon,plugins\recon\web_recon,No,Yes,No,No,No
wechat,plugins\recon\wechat,No,No,No,No,No
wechat-robot,plugins\recon\wechat-robot,No,No,No,No,No
wechat_robot,plugins\recon\wechat_robot,No,No,No,No,No
whatweb,plugins\recon\whatweb,No,Yes,No,No,No
whatweb_2,plugins\recon\whatweb_2,No,No,No,No,No
whois,plugins\recon\whois,No,Yes,No,No,No
whoisxmlapi,plugins\recon\whoisxmlapi,No,Yes,No,Yes,No
whois_lookup,plugins\recon\whois_lookup,No,Yes,No,Yes,No
wildcard_detector,plugins\recon\wildcard_detector,No,Yes,No,Yes,No
windvane,plugins\recon\windvane,No,Yes,No,Yes,No
winrm-detection,plugins\recon\winrm-detection,No,No,No,No,No
wireless-pentester,plugins\recon\wireless-pentester,No,Yes,No,No,No
wireless_agent,plugins\recon\wireless_agent,No,No,No,No,No
wordlist,plugins\recon\wordlist,No,No,No,No,No
wordlist_test,plugins\recon\wordlist_test,No,No,No,No,No
workflow-errors,plugins\recon\workflow-errors,No,No,No,No,No
workflow-logger,plugins\recon\workflow-logger,No,No,No,No,No
workflow_builder,plugins\recon\workflow_builder,No,Yes,No,Yes,No
workflow_definitions,plugins\recon\workflow_definitions,No,Yes,No,Yes,No
workflow_engine,plugins\recon\workflow_engine,No,No,No,No,No
workflow_engine_1,plugins\recon\workflow_engine_1,No,No,No,No,No
workflow_planner,plugins\recon\workflow_planner,No,Yes,No,Yes,No
workflow_player,plugins\recon\workflow_player,No,Yes,No,Yes,No
workflow_recorder,plugins\recon\workflow_recorder,No,Yes,No,Yes,No
workflow_templates,plugins\recon\workflow_templates,No,Yes,No,Yes,No
workspaces_1,plugins\recon\workspaces_1,No,Yes,No,Yes,No
world-model,plugins\recon\world-model,No,Yes,No,No,No
WorldModel,plugins\recon\WorldModel,No,Yes,No,Yes,No
WorldModeltest,plugins\recon\WorldModeltest,No,Yes,No,Yes,No
wpscan,plugins\recon\wpscan,No,No,No,No,No
writer,plugins\recon\writer,No,No,No,No,No
xbow-performance-comparison,plugins\recon\xbow-performance-comparison,No,Yes,No,No,No
xss,plugins\recon\xss,No,Yes,No,No,No
xss-validator-agent,plugins\recon\xss-validator-agent,No,Yes,No,Yes,No
xss_fuzz,plugins\recon\xss_fuzz,No,Yes,No,Yes,No
xss_scan,plugins\recon\xss_scan,No,No,No,No,No
xxe_upload,plugins\recon\xxe_upload,No,No,No,No,No
zap,plugins\recon\zap,No,No,No,No,No
zetalytics,plugins\recon\zetalytics,No,Yes,No,Yes,No
zoomeyeapi,plugins\recon\zoomeyeapi,No,Yes,No,Yes,No
zoomeye_search,plugins\recon\zoomeye_search,No,Yes,No,No,No
zsteg,plugins\recon\zsteg,No,No,No,No,No
_11,plugins\recon\_11,No,Yes,No,No,No
_12,plugins\recon\_12,No,Yes,No,No,No
_13,plugins\recon\_13,No,No,No,No,No
_14,plugins\recon\_14,No,No,No,No,No
_15,plugins\recon\_15,No,Yes,No,No,No
_rules_1,plugins\recon\_rules_1,No,No,No,No,No
_scope-guard,plugins\recon\_scope-guard,No,Yes,No,No,No
_target_1,plugins\recon\_target_1,No,No,No,No,No
__init__cpython-313,plugins\recon\__init__cpython-313,No,No,No,No,No
__init__cpython-313_1,plugins\recon\__init__cpython-313_1,No,No,No,No,No
__init___105,plugins\recon\__init___105,No,Yes,No,Yes,No
__init___106,plugins\recon\__init___106,No,Yes,No,Yes,No
__init___107,plugins\recon\__init___107,No,Yes,No,Yes,No
__init___109,plugins\recon\__init___109,No,No,No,No,No
__init___11,plugins\recon\__init___11,No,No,No,No,No
__init___112,plugins\recon\__init___112,No,No,No,No,No
__init___115,plugins\recon\__init___115,No,No,No,No,No
__init___116,plugins\recon\__init___116,No,No,No,No,No
__init___117,plugins\recon\__init___117,No,Yes,No,Yes,No
__init___121,plugins\recon\__init___121,No,Yes,No,Yes,No
__init___122,plugins\recon\__init___122,No,Yes,No,Yes,No
__init___129,plugins\recon\__init___129,No,Yes,No,Yes,No
__init___135,plugins\recon\__init___135,No,Yes,No,Yes,No
__init___141,plugins\recon\__init___141,No,No,No,No,No
__init___142,plugins\recon\__init___142,No,No,No,No,No
__init___144,plugins\recon\__init___144,No,No,No,No,No
__init___146,plugins\recon\__init___146,No,No,No,No,No
__init___147,plugins\recon\__init___147,No,No,No,No,No
__init___148,plugins\recon\__init___148,No,Yes,No,Yes,No
__init___149,plugins\recon\__init___149,No,Yes,No,Yes,No
__init___153,plugins\recon\__init___153,No,No,No,No,No
__init___156,plugins\recon\__init___156,No,Yes,No,Yes,No
__init___17,plugins\recon\__init___17,No,No,No,No,No
__init___201,plugins\recon\__init___201,No,No,No,No,No
__init___202,plugins\recon\__init___202,No,No,No,No,No
__init___203,plugins\recon\__init___203,No,No,No,No,No
__init___205,plugins\recon\__init___205,No,No,No,No,No
__init___207,plugins\recon\__init___207,No,No,No,No,No
__init___211,plugins\recon\__init___211,No,No,No,No,No
__init___212,plugins\recon\__init___212,No,No,No,No,No
__init___213,plugins\recon\__init___213,No,No,No,No,No
__init___214,plugins\recon\__init___214,No,No,No,No,No
__init___215,plugins\recon\__init___215,No,No,No,No,No
__init___216,plugins\recon\__init___216,No,No,No,No,No
__init___217,plugins\recon\__init___217,No,No,No,No,No
__init___218,plugins\recon\__init___218,No,Yes,No,Yes,No
__init___219,plugins\recon\__init___219,No,No,No,No,No
__init___22,plugins\recon\__init___22,No,No,No,No,No
__init___224,plugins\recon\__init___224,No,No,No,No,No
__init___231,plugins\recon\__init___231,No,No,No,No,No
__init___28,plugins\recon\__init___28,No,No,No,No,No
__init___29,plugins\recon\__init___29,No,No,No,No,No
__init___30,plugins\recon\__init___30,No,Yes,No,Yes,No
__init___31,plugins\recon\__init___31,No,No,No,No,No
__init___33,plugins\recon\__init___33,No,Yes,No,Yes,No
__init___34,plugins\recon\__init___34,No,No,No,No,No
__init___35,plugins\recon\__init___35,No,Yes,No,Yes,No
__init___36,plugins\recon\__init___36,No,Yes,No,Yes,No
__init___37,plugins\recon\__init___37,No,Yes,No,Yes,No
__init___38,plugins\recon\__init___38,No,No,No,No,No
__init___43,plugins\recon\__init___43,No,No,No,No,No
__init___50,plugins\recon\__init___50,No,No,No,No,No
__init___51,plugins\recon\__init___51,No,No,No,No,No
__init___52,plugins\recon\__init___52,No,No,No,No,No
__init___54,plugins\recon\__init___54,No,Yes,No,Yes,No
__init___55,plugins\recon\__init___55,No,No,No,No,No
__init___57,plugins\recon\__init___57,No,No,No,No,No
__init___58,plugins\recon\__init___58,No,No,No,No,No
__init___6,plugins\recon\__init___6,No,No,No,No,No
__init___64,plugins\recon\__init___64,No,No,No,No,No
__init___70,plugins\recon\__init___70,No,No,No,No,No
__init___71,plugins\recon\__init___71,No,No,No,No,No
__main__,plugins\recon\__main__,No,No,No,No,No
__main___1,plugins\recon\__main___1,No,Yes,No,Yes,No
analyze_repos,plugins\reporting\analyze_repos,No,Yes,No,Yes,No
app,plugins\reporting\app,No,Yes,No,Yes,No
aquatone,plugins\reporting\aquatone,No,Yes,No,Yes,No
artifact-manifest,plugins\reporting\artifact-manifest,No,Yes,No,Yes,No
authed-stderr,plugins\reporting\authed-stderr,No,Yes,No,No,No
banner_3,plugins\reporting\banner_3,No,Yes,No,No,No
book,plugins\reporting\book,No,Yes,No,No,No
bug_2,plugins\reporting\bug_2,No,Yes,No,No,No
bug_report_2,plugins\reporting\bug_report_2,No,Yes,No,No,No
capability_map,plugins\reporting\capability_map,No,Yes,No,Yes,No
check_artifacts_all,plugins\reporting\check_artifacts_all,Yes,Yes,No,No,No
chunk_eino,plugins\reporting\chunk_eino,No,Yes,No,Yes,No
compare_baseline,plugins\reporting\compare_baseline,Yes,Yes,No,No,No
config,plugins\reporting\config,No,Yes,No,No,No
config_2,plugins\reporting\config_2,No,Yes,No,Yes,No
config_test,plugins\reporting\config_test,No,Yes,No,Yes,No
curl,plugins\reporting\curl,No,Yes,No,Yes,No
diff,plugins\reporting\diff,No,Yes,No,Yes,No
ding,plugins\reporting\ding,No,Yes,No,Yes,No
dirsearch,plugins\reporting\dirsearch,No,Yes,No,No,No
execution,plugins\reporting\execution,No,Yes,No,Yes,No
fping_tool,plugins\reporting\fping_tool,No,Yes,No,Yes,No
generator,plugins\reporting\generator,No,Yes,No,Yes,No
generatorcpython-313,plugins\reporting\generatorcpython-313,No,Yes,No,No,No
gitbook,plugins\reporting\gitbook,No,Yes,No,No,No
ground-truth-validator,plugins\reporting\ground-truth-validator,No,Yes,No,Yes,No
index_2,plugins\reporting\index_2,No,Yes,No,Yes,No
index_6,plugins\reporting\index_6,No,Yes,No,Yes,No
index_pipeline_test,plugins\reporting\index_pipeline_test,No,Yes,No,Yes,No
inputFiles,plugins\reporting\inputFiles,No,Yes,No,No,No
lfi_wordlist,plugins\reporting\lfi_wordlist,No,Yes,No,No,No
listener_websocket,plugins\reporting\listener_websocket,No,Yes,No,Yes,No
main_10,plugins\reporting\main_10,No,Yes,No,Yes,No
Makefile_2,plugins\reporting\Makefile_2,No,Yes,No,No,No
manager,plugins\reporting\manager,No,No,No,No,No
models,plugins\reporting\models,No,Yes,No,Yes,No
netdiscover_tool,plugins\reporting\netdiscover_tool,No,Yes,No,Yes,No
plugins,plugins\reporting\plugins,No,Yes,No,Yes,No
plugin_manager,plugins\reporting\plugin_manager,No,Yes,No,Yes,No
PULL_REQUEST_TEMPLATE,plugins\reporting\PULL_REQUEST_TEMPLATE,No,Yes,No,No,No
radare2,plugins\reporting\radare2,No,Yes,No,No,No
README_24,plugins\reporting\README_24,No,Yes,No,No,No
renderer,plugins\reporting\renderer,No,Yes,No,Yes,No
report-executive_1,plugins\reporting\report-executive_1,No,Yes,No,No,No
reporter,plugins\reporting\reporter,No,Yes,No,Yes,No
reporting-cherrytree,plugins\reporting\reporting-cherrytree,No,Yes,No,Yes,No
reporting-markdown,plugins\reporting\reporting-markdown,No,Yes,No,Yes,No
report_15,plugins\reporting\report_15,No,Yes,No,Yes,No
report_generator,plugins\reporting\report_generator,No,Yes,No,Yes,No
resource_availability,plugins\reporting\resource_availability,No,Yes,No,Yes,No
rollback-beta,plugins\reporting\rollback-beta,No,Yes,No,No,No
run_benchmarks,plugins\reporting\run_benchmarks,No,Yes,No,Yes,No
run_tests,plugins\reporting\run_tests,Yes,Yes,No,No,No
scan_optimizer,plugins\reporting\scan_optimizer,No,Yes,No,Yes,No
session_manager,plugins\reporting\session_manager,No,Yes,No,Yes,No
SKILL_22,plugins\reporting\SKILL_22,No,Yes,No,No,No
ssh_manager,plugins\reporting\ssh_manager,No,Yes,No,Yes,No
sslscan,plugins\reporting\sslscan,No,Yes,No,Yes,No
targets,plugins\reporting\targets,No,Yes,No,Yes,No
testssl,plugins\reporting\testssl,No,Yes,No,Yes,No
test_hitl_coverage,plugins\reporting\test_hitl_coverage,No,Yes,No,Yes,No
test_list_targets,plugins\reporting\test_list_targets,No,Yes,No,No,No
test_parallel,plugins\reporting\test_parallel,No,Yes,No,No,No
test_primitives_evidence_capture,plugins\reporting\test_primitives_evidence_capture,No,Yes,No,Yes,No
test_probe_captcha_replay,plugins\reporting\test_probe_captcha_replay,No,Yes,No,Yes,No
test_probe_response_headers,plugins\reporting\test_probe_response_headers,No,Yes,No,Yes,No
test_probe_ssti_polyglot,plugins\reporting\test_probe_ssti_polyglot,No,Yes,No,Yes,No
test_stage2,plugins\reporting\test_stage2,No,Yes,No,Yes,No
throttle,plugins\reporting\throttle,No,Yes,No,Yes,No
tls_fingerprint,plugins\reporting\tls_fingerprint,No,Yes,No,Yes,No
tool-responses,plugins\reporting\tool-responses,No,Yes,No,Yes,No
tool_health,plugins\reporting\tool_health,No,Yes,No,Yes,No
train-archnet,plugins\reporting\train-archnet,No,Yes,No,No,No
training-data-2025-12-24T03-31-48-760Z,plugins\reporting\training-data-2025-12-24T03-31-48-760Z,No,Yes,No,No,No
training-data-2025-12-24T04-13-25-236Z,plugins\reporting\training-data-2025-12-24T04-13-25-236Z,No,Yes,No,No,No
training-data-2025-12-24T04-32-35-147Z,plugins\reporting\training-data-2025-12-24T04-32-35-147Z,No,Yes,No,No,No
training-data-2025-12-24T04-43-48-405Z,plugins\reporting\training-data-2025-12-24T04-43-48-405Z,No,Yes,No,No,No
types_6,plugins\reporting\types_6,No,Yes,No,Yes,No
vuln-authz_1,plugins\reporting\vuln-authz_1,No,No,No,No,No
vuln-auth_1,plugins\reporting\vuln-auth_1,No,No,No,No,No
vuln-injection_1,plugins\reporting\vuln-injection_1,No,No,No,No,No
vulnerability,plugins\reporting\vulnerability,No,No,No,No,No
webhook-reporter,plugins\reporting\webhook-reporter,No,Yes,No,Yes,No
websocket,plugins\reporting\websocket,No,Yes,No,Yes,No
workflow_player,plugins\reporting\workflow_player,No,Yes,No,Yes,No
workflow_recorder,plugins\reporting\workflow_recorder,No,Yes,No,Yes,No
workspaces_1,plugins\reporting\workspaces_1,No,Yes,No,Yes,No
__init___54,plugins\reporting\__init___54,No,Yes,No,Yes,No
AGENT-GUIDE,plugins\vulnerabilities\AGENT-GUIDE,No,No,No,No,No
agent_mode_controller,plugins\vulnerabilities\agent_mode_controller,No,No,No,No,No
attackchain_1,plugins\vulnerabilities\attackchain_1,No,No,No,No,No
balanced-active-scan,plugins\vulnerabilities\balanced-active-scan,No,No,No,No,No
BigQueryInjection,plugins\vulnerabilities\BigQueryInjection,No,No,No,No,No
cache,plugins\vulnerabilities\cache,No,No,No,No,No
CassandraInjection,plugins\vulnerabilities\CassandraInjection,No,No,No,No,No
checkpoint-provider,plugins\vulnerabilities\checkpoint-provider,No,No,No,No,No
concurrency,plugins\vulnerabilities\concurrency,No,No,No,No,No
container,plugins\vulnerabilities\container,No,No,No,No,No
context,plugins\vulnerabilities\context,No,No,No,No,No
conversation_1,plugins\vulnerabilities\conversation_1,No,No,No,No,No
cve_mapper,plugins\vulnerabilities\cve_mapper,No,No,No,No,No
cvss,plugins\vulnerabilities\cvss,No,No,No,No,No
database,plugins\vulnerabilities\database,No,No,No,No,No
DB2Injection,plugins\vulnerabilities\DB2Injection,No,No,No,No,No
db_1,plugins\vulnerabilities\db_1,No,No,No,No,No
db_test,plugins\vulnerabilities\db_test,No,No,No,No,No
deliverables,plugins\vulnerabilities\deliverables,No,No,No,No,No
detection_agent,plugins\vulnerabilities\detection_agent,No,No,No,No,No
eino_adk_run_loop,plugins\vulnerabilities\eino_adk_run_loop,No,No,No,No,No
eino_meta_test,plugins\vulnerabilities\eino_meta_test,No,No,No,No,No
eino_retriever_adapter,plugins\vulnerabilities\eino_retriever_adapter,No,No,No,No,No
eino_retrieve_chain,plugins\vulnerabilities\eino_retrieve_chain,No,No,No,No,No
eino_sqlite_indexer,plugins\vulnerabilities\eino_sqlite_indexer,No,No,No,No,No
endpoint-prober,plugins\vulnerabilities\endpoint-prober,No,No,No,No,No
ErrorPatternAnalyzer,plugins\vulnerabilities\ErrorPatternAnalyzer,No,No,No,No,No
exploit,plugins\vulnerabilities\exploit,No,Yes,No,Yes,No
exploit-authz_1,plugins\vulnerabilities\exploit-authz_1,No,No,No,No,No
exploit-authz_3,plugins\vulnerabilities\exploit-authz_3,No,No,No,No,No
exploit-auth_1,plugins\vulnerabilities\exploit-auth_1,No,No,No,No,No
exploit-auth_3,plugins\vulnerabilities\exploit-auth_3,No,No,No,No,No
exploit-chainer,plugins\vulnerabilities\exploit-chainer,No,No,No,No,No
exploit-guide,plugins\vulnerabilities\exploit-guide,No,No,No,No,No
exploit-injection_1,plugins\vulnerabilities\exploit-injection_1,No,No,No,No,No
exploit-injection_2,plugins\vulnerabilities\exploit-injection_2,No,Yes,No,No,No
exploit-injection_3,plugins\vulnerabilities\exploit-injection_3,No,No,No,No,No
exploit-ssrf,plugins\vulnerabilities\exploit-ssrf,No,No,No,No,No
exploit-ssrf_1,plugins\vulnerabilities\exploit-ssrf_1,No,No,No,No,No
exploit-ssrf_2,plugins\vulnerabilities\exploit-ssrf_2,No,No,No,No,No
exploit-ssrf_3,plugins\vulnerabilities\exploit-ssrf_3,No,No,No,No,No
exploit-xss_1,plugins\vulnerabilities\exploit-xss_1,No,No,No,No,No
exploit-xss_3,plugins\vulnerabilities\exploit-xss_3,No,No,No,No,No
exploitation-checker,plugins\vulnerabilities\exploitation-checker,No,No,No,No,No
export,plugins\vulnerabilities\export,No,No,No,No,No
export-metrics,plugins\vulnerabilities\export-metrics,No,No,No,No,No
finalizers,plugins\vulnerabilities\finalizers,No,No,No,No,No
findings,plugins\vulnerabilities\findings,No,Yes,No,No,No
FINDINGS-DB,plugins\vulnerabilities\FINDINGS-DB,No,No,No,No,No
findings-provider,plugins\vulnerabilities\findings-provider,No,No,No,No,No
findings-renderer,plugins\vulnerabilities\findings-renderer,No,No,No,No,No
generators,plugins\vulnerabilities\generators,No,No,No,No,No
gowitness,plugins\vulnerabilities\gowitness,No,No,No,No,No
Hackable2_3,plugins\vulnerabilities\Hackable2_3,No,No,No,No,No
handoff,plugins\vulnerabilities\handoff,No,No,No,No,No
index_pipeline,plugins\vulnerabilities\index_pipeline,No,No,No,No,No
Kioptrix_level_1,plugins\vulnerabilities\Kioptrix_level_1,No,No,No,No,No
listener_http_test,plugins\vulnerabilities\listener_http_test,No,No,No,No,No
manager,plugins\vulnerabilities\manager,No,No,No,No,No
manager_start_test,plugins\vulnerabilities\manager_start_test,No,No,No,No,No
menu_system,plugins\vulnerabilities\menu_system,No,No,No,No,No
metasploit,plugins\vulnerabilities\metasploit,No,No,No,No,No
