File,Tool,Implementation Status,Missing Components
plugins\recon\__init___30\plugin.py,__init___30,Partially implemented,pass
plugins\recon\__init___31\plugin.py,__init___31,Partially implemented,pass
plugins\recon\__init___33\plugin.py,__init___33,Partially implemented,pass
plugins\recon\__init___34\plugin.py,__init___34,Partially implemented,pass
plugins\recon\__init___35\plugin.py,__init___35,Partially implemented,pass
plugins\recon\__init___36\plugin.py,__init___36,Partially implemented,pass
plugins\recon\__init___37\plugin.py,__init___37,Partially implemented,pass
plugins\recon\__init___38\plugin.py,__init___38,Partially implemented,pass
plugins\recon\__init___43\plugin.py,__init___43,Partially implemented,pass
plugins\recon\__init___50\plugin.py,__init___50,Partially implemented,pass
plugins\recon\__init___51\plugin.py,__init___51,Partially implemented,pass
plugins\recon\__init___52\plugin.py,__init___52,Partially implemented,pass
plugins\recon\__init___54\plugin.py,__init___54,Partially implemented,pass
plugins\recon\__init___55\plugin.py,__init___55,Partially implemented,pass
plugins\recon\__init___57\plugin.py,__init___57,Partially implemented,pass
plugins\recon\__init___58\plugin.py,__init___58,Partially implemented,pass
plugins\recon\__init___6\plugin.py,__init___6,Partially implemented,pass
plugins\recon\__init___64\plugin.py,__init___64,Partially implemented,pass
plugins\recon\__init___70\plugin.py,__init___70,Partially implemented,pass
plugins\recon\__init___71\plugin.py,__init___71,Partially implemented,pass
plugins\recon\__main__\plugin.py,__main__,Partially implemented,pass
plugins\recon\__main___1\plugin.py,__main___1,Partially implemented,pass
plugins\vulnerabilities\AGENT-GUIDE\plugin.py,AGENT-GUIDE,Partially implemented,pass
plugins\vulnerabilities\agent_mode_controller\plugin.py,agent_mode_controller,Partially implemented,pass
plugins\vulnerabilities\attackchain_1\plugin.py,attackchain_1,Partially implemented,pass
plugins\vulnerabilities\balanced-active-scan\plugin.py,balanced-active-scan,Partially implemented,pass
plugins\vulnerabilities\BigQueryInjection\plugin.py,BigQueryInjection,Partially implemented,pass
plugins\vulnerabilities\cache\plugin.py,cache,Partially implemented,pass
plugins\vulnerabilities\CassandraInjection\plugin.py,CassandraInjection,Partially implemented,pass
plugins\vulnerabilities\checkpoint-provider\plugin.py,checkpoint-provider,Partially implemented,pass
plugins\vulnerabilities\concurrency\plugin.py,concurrency,Partially implemented,pass
plugins\vulnerabilities\container\plugin.py,container,Partially implemented,pass
plugins\vulnerabilities\context\plugin.py,context,Partially implemented,pass
plugins\vulnerabilities\conversation_1\plugin.py,conversation_1,Partially implemented,pass
plugins\vulnerabilities\cve_mapper\plugin.py,cve_mapper,Partially implemented,pass
plugins\vulnerabilities\cvss\plugin.py,cvss,Partially implemented,pass
plugins\vulnerabilities\database\plugin.py,database,Partially implemented,pass
plugins\vulnerabilities\DB2Injection\plugin.py,DB2Injection,Partially implemented,pass
plugins\vulnerabilities\db_1\plugin.py,db_1,Partially implemented,pass
plugins\vulnerabilities\db_test\plugin.py,db_test,Partially implemented,pass
plugins\vulnerabilities\deliverables\plugin.py,deliverables,Partially implemented,pass
plugins\vulnerabilities\detection_agent\plugin.py,detection_agent,Partially implemented,pass
plugins\vulnerabilities\eino_adk_run_loop\plugin.py,eino_adk_run_loop,Partially implemented,pass
plugins\vulnerabilities\eino_meta_test\plugin.py,eino_meta_test,Partially implemented,pass
plugins\vulnerabilities\eino_retriever_adapter\plugin.py,eino_retriever_adapter,Partially implemented,pass
plugins\vulnerabilities\eino_retrieve_chain\plugin.py,eino_retrieve_chain,Partially implemented,pass
plugins\vulnerabilities\eino_sqlite_indexer\plugin.py,eino_sqlite_indexer,Partially implemented,pass
plugins\vulnerabilities\endpoint-prober\plugin.py,endpoint-prober,Partially implemented,pass
plugins\vulnerabilities\ErrorPatternAnalyzer\plugin.py,ErrorPatternAnalyzer,Partially implemented,pass
plugins\vulnerabilities\exploit\plugin.py,exploit,Partially implemented,pass
plugins\vulnerabilities\exploit-authz_1\plugin.py,exploit-authz_1,Partially implemented,pass
plugins\vulnerabilities\exploit-authz_3\plugin.py,exploit-authz_3,Partially implemented,pass
plugins\vulnerabilities\exploit-auth_1\plugin.py,exploit-auth_1,Partially implemented,pass
plugins\vulnerabilities\exploit-auth_3\plugin.py,exploit-auth_3,Partially implemented,pass
plugins\vulnerabilities\exploit-chainer\plugin.py,exploit-chainer,Partially implemented,pass
plugins\vulnerabilities\exploit-guide\plugin.py,exploit-guide,Partially implemented,pass
plugins\vulnerabilities\exploit-injection_1\plugin.py,exploit-injection_1,Partially implemented,pass
plugins\vulnerabilities\exploit-injection_2\plugin.py,exploit-injection_2,Partially implemented,pass
plugins\vulnerabilities\exploit-injection_3\plugin.py,exploit-injection_3,Partially implemented,pass
plugins\vulnerabilities\exploit-ssrf\plugin.py,exploit-ssrf,Partially implemented,pass
plugins\vulnerabilities\exploit-ssrf_1\plugin.py,exploit-ssrf_1,Partially implemented,pass
plugins\vulnerabilities\exploit-ssrf_2\plugin.py,exploit-ssrf_2,Partially implemented,pass
plugins\vulnerabilities\exploit-ssrf_3\plugin.py,exploit-ssrf_3,Partially implemented,pass
plugins\vulnerabilities\exploit-xss_1\plugin.py,exploit-xss_1,Partially implemented,pass
plugins\vulnerabilities\exploit-xss_3\plugin.py,exploit-xss_3,Partially implemented,pass
plugins\vulnerabilities\exploitation-checker\plugin.py,exploitation-checker,Partially implemented,pass
plugins\vulnerabilities\export\plugin.py,export,Partially implemented,pass
plugins\vulnerabilities\export-metrics\plugin.py,export-metrics,Partially implemented,pass
plugins\vulnerabilities\finalizers\plugin.py,finalizers,Partially implemented,pass
plugins\vulnerabilities\findings\plugin.py,findings,Partially implemented,pass
plugins\vulnerabilities\FINDINGS-DB\plugin.py,FINDINGS-DB,Partially implemented,pass
plugins\vulnerabilities\findings-provider\plugin.py,findings-provider,Partially implemented,pass
plugins\vulnerabilities\findings-renderer\plugin.py,findings-renderer,Partially implemented,pass
plugins\vulnerabilities\generators\plugin.py,generators,Partially implemented,pass
plugins\vulnerabilities\gowitness\plugin.py,gowitness,Partially implemented,pass
plugins\vulnerabilities\Hackable2_3\plugin.py,Hackable2_3,Partially implemented,pass
plugins\vulnerabilities\handoff\plugin.py,handoff,Partially implemented,pass
plugins\vulnerabilities\index_pipeline\plugin.py,index_pipeline,Partially implemented,pass
plugins\vulnerabilities\Kioptrix_level_1\plugin.py,Kioptrix_level_1,Partially implemented,pass
plugins\vulnerabilities\listener_http_test\plugin.py,listener_http_test,Partially implemented,pass
plugins\vulnerabilities\manager\plugin.py,manager,Partially implemented,pass
plugins\vulnerabilities\manager_start_test\plugin.py,manager_start_test,Partially implemented,pass
plugins\vulnerabilities\menu_system\plugin.py,menu_system,Partially implemented,pass
plugins\vulnerabilities\metasploit\plugin.py,metasploit,Partially implemented,pass
plugins\vulnerabilities\metasploit_aux\plugin.py,metasploit_aux,Partially implemented,pass
plugins\vulnerabilities\metatron\plugin.py,metatron,Partially implemented,pass
plugins\vulnerabilities\migrate\plugin.py,migrate,Partially implemented,pass
plugins\vulnerabilities\net-recon-agent\plugin.py,net-recon-agent,Partially implemented,pass
plugins\vulnerabilities\nikto\plugin.py,nikto,Partially implemented,pass
plugins\vulnerabilities\nmap-distccd\plugin.py,nmap-distccd,Partially implemented,pass
plugins\vulnerabilities\nmap_2\plugin.py,nmap_2,Partially implemented,pass
plugins\vulnerabilities\notification\plugin.py,notification,Partially implemented,pass
plugins\vulnerabilities\output-formatter\plugin.py,output-formatter,Partially implemented,pass
plugins\vulnerabilities\output-formatters\plugin.py,output-formatters,Partially implemented,pass
plugins\vulnerabilities\payloads\plugin.py,payloads,Partially implemented,pass
plugins\vulnerabilities\pentestTarget\plugin.py,pentestTarget,Partially implemented,pass
plugins\vulnerabilities\pipeline\plugin.py,pipeline,Partially implemented,pass
plugins\vulnerabilities\primitives\plugin.py,primitives,Partially implemented,pass
plugins\vulnerabilities\prompt_class\plugin.py,prompt_class,Partially implemented,pass
plugins\vulnerabilities\pwntools\plugin.py,pwntools,Partially implemented,pass
plugins\vulnerabilities\query-execution-result\plugin.py,query-execution-result,Partially implemented,pass
plugins\vulnerabilities\queue-schemas\plugin.py,queue-schemas,Partially implemented,pass
plugins\vulnerabilities\queue-validation\plugin.py,queue-validation,Partially implemented,pass
plugins\vulnerabilities\report-executive\plugin.py,report-executive,Partially implemented,pass
plugins\vulnerabilities\report-executive_3\plugin.py,report-executive_3,Partially implemented,pass
plugins\vulnerabilities\report-generator\plugin.py,report-generator,Partially implemented,pass
plugins\vulnerabilities\reporting\plugin.py,reporting,Partially implemented,pass
plugins\vulnerabilities\requester\plugin.py,requester,Partially implemented,pass
plugins\vulnerabilities\requestercpython-313\plugin.py,requestercpython-313,Partially implemented,pass
plugins\vulnerabilities\retriever\plugin.py,retriever,Partially implemented,pass
plugins\vulnerabilities\schema\plugin.py,schema,Partially implemented,pass
plugins\vulnerabilities\schema_migrate\plugin.py,schema_migrate,Partially implemented,pass
plugins\vulnerabilities\session-manager\plugin.py,session-manager,Partially implemented,pass
plugins\vulnerabilities\settings-writer\plugin.py,settings-writer,Partially implemented,pass
plugins\vulnerabilities\SKILL_10\plugin.py,SKILL_10,Partially implemented,pass
plugins\vulnerabilities\SKILL_15\plugin.py,SKILL_15,Partially implemented,pass
plugins\vulnerabilities\SKILL_21\plugin.py,SKILL_21,Partially implemented,pass
plugins\vulnerabilities\smb-vuln\plugin.py,smb-vuln,Partially implemented,pass
plugins\vulnerabilities\target\plugin.py,target,Partially implemented,pass
plugins\vulnerabilities\task\plugin.py,task,Partially implemented,pass
plugins\vulnerabilities\test_aup_consent\plugin.py,test_aup_consent,Partially implemented,pass
plugins\vulnerabilities\test_benchmark_registry\plugin.py,test_benchmark_registry,Partially implemented,pass
plugins\vulnerabilities\test_chain_dedup\plugin.py,test_chain_dedup,Partially implemented,pass
plugins\vulnerabilities\test_chain_validation\plugin.py,test_chain_validation,Partially implemented,pass
plugins\vulnerabilities\test_cve_db\plugin.py,test_cve_db,Partially implemented,pass
plugins\vulnerabilities\test_cvss\plugin.py,test_cvss,Partially implemented,pass
plugins\vulnerabilities\test_diff\plugin.py,test_diff,Partially implemented,pass
plugins\vulnerabilities\test_findings\plugin.py,test_findings,Partially implemented,pass
plugins\vulnerabilities\test_findings_db_reaper\plugin.py,test_findings_db_reaper,Partially implemented,pass
plugins\vulnerabilities\test_findings_db_reconciler\plugin.py,test_findings_db_reconciler,Partially implemented,pass
plugins\vulnerabilities\test_handler_finalizers\plugin.py,test_handler_finalizers,Partially implemented,pass
plugins\vulnerabilities\test_intensity_safe\plugin.py,test_intensity_safe,Partially implemented,pass
plugins\vulnerabilities\test_orchestrator\plugin.py,test_orchestrator,Partially implemented,pass
plugins\vulnerabilities\test_probe_cookie_prefix_bypass\plugin.py,test_probe_cookie_prefix_bypass,Partially implemented,pass
plugins\vulnerabilities\test_probe_jwt_jku_x5u_ssrf\plugin.py,test_probe_jwt_jku_x5u_ssrf,Partially implemented,pass
plugins\vulnerabilities\test_probe_nextjs_rsc_rce\plugin.py,test_probe_nextjs_rsc_rce,Partially implemented,pass
plugins\vulnerabilities\test_probe_saml_xsw\plugin.py,test_probe_saml_xsw,Partially implemented,pass
plugins\vulnerabilities\test_probe_sqli_login_bypass\plugin.py,test_probe_sqli_login_bypass,Partially implemented,pass
plugins\vulnerabilities\test_sarif\plugin.py,test_sarif,Partially implemented,pass
plugins\vulnerabilities\test_webhooks\plugin.py,test_webhooks,Partially implemented,pass
plugins\vulnerabilities\tls-analyzer\plugin.py,tls-analyzer,Partially implemented,pass
plugins\vulnerabilities\TOKEN-OPTIMIZATION\plugin.py,TOKEN-OPTIMIZATION,Partially implemented,pass
plugins\vulnerabilities\tool\plugin.py,tool,Partially implemented,pass
plugins\vulnerabilities\types_5\plugin.py,types_5,Partially implemented,pass
plugins\vulnerabilities\vuln-authz_1\plugin.py,vuln-authz_1,Partially implemented,pass
plugins\vulnerabilities\vuln-authz_3\plugin.py,vuln-authz_3,Partially implemented,pass
plugins\vulnerabilities\vuln-auth_1\plugin.py,vuln-auth_1,Partially implemented,pass
plugins\vulnerabilities\vuln-auth_3\plugin.py,vuln-auth_3,Partially implemented,pass
plugins\vulnerabilities\vuln-hypothesizer\plugin.py,vuln-hypothesizer,Partially implemented,pass
plugins\vulnerabilities\vuln-injection_1\plugin.py,vuln-injection_1,Partially implemented,pass
plugins\vulnerabilities\vuln-injection_3\plugin.py,vuln-injection_3,Partially implemented,pass
plugins\vulnerabilities\vuln-mapper\plugin.py,vuln-mapper,Partially implemented,pass
plugins\vulnerabilities\vuln-mappertest\plugin.py,vuln-mappertest,Partially implemented,pass
plugins\vulnerabilities\vuln-scanner\plugin.py,vuln-scanner,Partially implemented,pass
plugins\vulnerabilities\vuln-ssrf\plugin.py,vuln-ssrf,Partially implemented,pass
plugins\vulnerabilities\vuln-ssrf_1\plugin.py,vuln-ssrf_1,Partially implemented,pass
plugins\vulnerabilities\vuln-ssrf_2\plugin.py,vuln-ssrf_2,Partially implemented,pass
plugins\vulnerabilities\vuln-ssrf_3\plugin.py,vuln-ssrf_3,Partially implemented,pass
plugins\vulnerabilities\vuln-xss_1\plugin.py,vuln-xss_1,Partially implemented,pass
plugins\vulnerabilities\vuln-xss_3\plugin.py,vuln-xss_3,Partially implemented,pass
plugins\vulnerabilities\vulnerability\plugin.py,vulnerability,Partially implemented,pass
plugins\vulnerabilities\vulnerability-triage\plugin.py,vulnerability-triage,Partially implemented,pass
plugins\vulnerabilities\vulnerability_1\plugin.py,vulnerability_1,Partially implemented,pass
plugins\vulnerabilities\vulnerability_concepts\plugin.py,vulnerability_concepts,Partially implemented,pass
